15699596,0.0
15750142,0.0
15799902,0.0
15850206,0.0
15899979,0.0
15950094,0.0
16000222,0.0
16050211,80.0192
16100030,160.5878
16148608,205.8884
16200216,232.5086
16250060,240.7656
16299908,220.6797
16349767,240.698
16399636,260.6935
16450034,238.1189
16499916,240.5774
16549806,240.5484
16599701,260.5576
16650396,236.7237
16700303,240.452
16749959,241.6724
16799887,240.3557
16849818,240.3509
16899757,240.3028
16949701,240.2787
17000242,257.2322
17054771,241.4536
17099245,241.7016
17149233,240.0576
17199764,237.5109
17249512,241.2351
17299267,241.1963
17349577,238.5591
17399376,241.0171
17449202,240.872
17499831,237.0324
17549688,240.7125
17599564,240.6546
17649236,241.6529
17699181,220.2599
17748373,243.9867
17799915,252.2264
17849895,240.1057
17899887,220.0484
17949622,241.2933
17998374,246.1942
18048414,239.8177
18099249,236.0718
18149300,239.765
18199361,239.7219
18249955,237.1917
18298432,226.9492
18349323,235.7888
18399456,239.4541
18449599,239.3299
