30749131,0.0
30799363,0.0
30849457,0.0
30899059,0.0
30949341,0.0
30999434,0.0
31049590,0.0
31099641,79.93764
31149184,141.2886
31199268,179.716
31249285,219.9472
31299126,200.6622
31349183,219.7758
31399144,220.1938
31449062,240.4232
31499537,217.9599
31549660,219.4864
31599690,219.8945
31648769,242.7332
31699330,217.6494
31748973,241.7503
31798820,240.7898
31848789,240.2162
31898845,239.8369
31948816,240.1681
31999116,238.6065
32048958,240.7898
32099000,239.8657
32149201,239.1296
32199002,241.2351
32249384,238.2134
32298933,242.209
32349003,239.6884
32399243,238.8773
32449504,238.7917
32499218,241.3953
32549045,240.8623
32599456,238.0811
32649550,239.5735
32699234,241.5508
32749596,238.308
32799119,242.3361
32849042,240.3942
32899450,238.0905
32949156,221.3146
32999165,239.9952
33049622,237.8546
33099538,240.4328
33149565,239.8992
33199610,239.8177
33249425,240.9203
33299504,239.6453
33349604,239.5496
33399062,242.6497
33449195,239.392
33499264,239.6932
33549571,238.5686
