216150059,0.0
216200080,0.0
216249983,0.0
216300004,0.0
216350032,0.0
216400065,0.0
216450348,0.0
216500007,60.41444
216549920,140.2412
216599972,159.8434
216650022,159.8434
216700081,179.7879
216750136,159.8274
216800195,179.7914
216850122,180.2632
216900185,179.7771
216950250,179.7699
216999763,161.5737
217049831,179.7555
217099905,179.7376
217149886,180.072
217199966,179.7196
217250047,179.7089
217300130,179.7053
217350210,179.7124
217400295,179.6945
217450249,180.173
217499786,161.4955
217549877,179.673
217599977,179.6515
217650075,179.6479
217700172,179.6551
217750144,180.1008
217800244,179.6443
217849797,181.6237
217899904,179.6192
217950013,179.6156
218000122,179.612
218050103,180.0684
218100219,159.6328
218149825,181.426
218199945,179.5726
218250071,179.5547
218300195,179.5583
218350192,180.0144
218400322,179.5332
218449902,181.5248
218500038,179.5189
218550174,179.5153
218600314,179.4938
218650325,179.9604
218699919,181.4809
218750063,179.4867
218800211,179.4759
218849805,181.4699
218899957,179.4545
218949983,179.9172
216149869,0.0
216199887,0.0
216249789,0.0
216299810,0.0
216349837,0.0
216399869,0.0
216449986,0.0
216499809,60.21557
216549723,160.2757
216599773,179.8274
216649822,219.7846
216699880,199.7683
216749935,219.767
216799993,219.7451
216849920,220.3305
216899981,219.7232
216950046,219.7232
216999557,222.1773
217049625,219.7012
217099698,219.6837
217149680,220.088
217199757,219.6661
217249838,219.6442
217299919,239.6166
217350000,219.6398
217400082,219.6442
217450037,220.2026
217499573,222.0607
217549666,219.6091
217599762,219.574
217649860,219.574
217699956,219.574
217749928,240.1489
217800027,219.5609
217849579,221.9935
217899686,219.539
217949794,219.5302
217999901,219.5302
218049883,240.096
218099997,219.4908
218149603,221.7518
218199724,219.482
218249847,239.4111
218299970,219.4557
218349966,220.022
218400095,219.4382
218449676,221.8681
218499810,239.3633
218549945,219.4076
218600085,219.3857
218650096,219.956
218699689,221.8144
218749832,219.3726
218799979,239.2965
218849572,221.81
218899725,219.3376
218949749,219.8988
