59457975,0.0
59508041,0.0
59558125,0.0
59607670,0.0
59657495,0.0
59708183,0.0
59757960,0.0
59808854,78.604
59859013,139.5701
59908976,160.1377
59958929,220.229
60008565,221.6357
60058496,240.3557
60108635,219.4164
60158605,240.1729
60208672,239.7028
60258730,239.7507
60308935,239.0533
60358692,241.1915
60408831,239.3681
60459171,238.4027
60508896,241.3613
60559049,239.2869
60608888,240.8091
60658746,220.6398
60709169,238.0197
60758979,240.9445
60808278,241.6626
60858171,240.616
60908376,239.0581
60958406,239.8896
61008127,241.405
61058280,239.3681
61108459,239.2058
61158318,240.7077
61208452,239.392
61258822,238.5781
61308708,240.5677
61358531,240.8768
61408441,240.4569
61458798,238.3364
61508593,241.0026
61558560,240.1873
61608464,240.4906
61658269,240.9687
61708842,237.3089
61758552,241.4244
61808959,238.0905
61858286,243.2991
61908732,237.9017
61958837,239.5305
62008962,259.3827
62058775,220.8525
62108922,239.3203
62158349,242.8019
62209089,236.5324
