59448918,0.0
59498981,0.0
59549058,0.0
59598600,0.0
59648597,0.0
59699098,0.0
59748784,0.0
59799046,79.58932
59849111,179.7879
59899070,200.1882
59949017,200.2323
59998646,221.6759
60048763,239.4636
60098712,220.2511
60148941,238.9296
60198917,220.1277
60248787,240.6594
60298984,239.0772
60348733,221.1411
60399055,238.488
60449202,219.377
60499010,240.9542
60549155,219.3901
60598904,241.2351
60648752,220.7018
60699172,218.1847
60749058,240.5774
60798549,220.6443
60848492,220.3702
60898704,239.0248
60948733,219.8988
60998505,241.1479
61048556,219.89
61098724,239.2392
61148595,220.6177
61198711,219.5171
61249011,238.901
61298891,220.547
61348797,240.4761
61398813,219.9604
61448967,239.2869
61498757,220.9545
61548714,220.2158
61598612,240.5244
61648610,220.0308
61698980,218.397
61748879,240.5195
61799088,219.106
61848601,222.1908
61899041,237.93
61948950,220.4276
61999063,239.4827
62049067,220.0088
62099017,220.2467
62148629,241.9062
62199169,217.6709
