-0.0355556,-0.1011111,527.0407,26.04192
-0.0355556,-0.1011111,527.0407,26.04192
-0.0355556,-0.1011111,527.0407,26.04192
-0.03333354,-0.06888889,535.9019,26.3374
00222,584.5781,27.26935
-0.01555562,0.1788889,595.1241,27.43342
-0.01555562,0.1788889,595.1241,27.43342
-0.01999998,0.1688889,604.9053,27.62907
-0.01999998,0.1688889,604.9053,27.62907
-0.01999998,0.1688889,604.9053,27.62907
-0.01999998,0.1688889,604.9053,27.62907
-0.01999998,0.1688889,604.9053,27.62907
-0.01999998,0.1688889,604.9053,27.62907
